Temperature(°C),Dew point temperature(°C),Wind speed (m/s),Humidity(%),Visibility (10m),Hour,Rented Bike Count
27.2,20.7,1.8,68,1575,13,1040
27.1,21.6,3.0,72,1126,14,1030
26.4,21.8,3.7,76,1370,15,1209
25.2,21.6,3.6,81,961,16,766
22.2,20.8,1.2,92,254,17,65
20.6,20.1,0.7,97,222,18,596
20.9,20.3,1.0,97,1747,19,944
21.0,20.3,0.1,96,1431,20,1039
21.3,20.2,0.3,94,1314,21,1223
21.6,20.5,1.1,94,766,22,1239
21.7,21.0,0.3,96,293,23,931
21.9,21.0,1.9,95,357,0,470
22.0,21.3,0.1,96,387,1,460
22.2,21.5,0.8,96,269,2,345
22.3,21.6,1.2,96,290,3,227
22.3,21.6,0.0,96,278,4,123
22.1,21.5,0.5,97,152,5,133
21.9,21.3,0.2,97,190,6,308
22.0,21.4,0.9,97,269,7,883
22.2,21.3,1.6,95,389,8,2028
22.9,20.4,1.7,86,538,9,1195
24.4,19.8,2.1,76,617,10,913
24.8,19.8,1.8,74,644,11,956
26.1,19.4,2.2,67,758,12,1168
26.8,19.6,2.0,65,732,13,1117
27.8,18.4,2.1,57,760,14,1175
28.4,20.6,2.8,63,742,15,1209
29.0,19.6,2.3,57,987,16,1554
28.5,19.9,2.6,60,1014,17,2099
28.1,19.5,1.9,60,959,18,3113
27.1,19.6,1.1,64,829,19,2602
26.2,20.2,1.5,70,792,20,2339
25.2,20.4,1.4,75,644,21,2225
24.2,20.5,1.3,80,500,22,2103
23.5,20.4,1.4,83,436,23,1552
23.0,20.1,1.9,84,375,0,1275
22.6,19.9,0.3,85,323,1,1070
22.2,20.1,1.0,88,295,2,859
21.9,19.8,0.9,88,274,3,625
21.7,20.5,0.1,93,244,4,382
21.7,19.6,0.6,88,289,5,247
22.1,19.4,0.5,85,303,6,310
22.5,20.0,0.6,86,299,7,468
23.4,19.9,0.5,81,313,8,825
24.2,20.7,0.9,81,295,9,862
25.1,19.9,0.9,73,358,10,933
26.4,20.7,1.0,71,430,11,871
25.2,24.1,2.8,94,166,12,858
25.6,23.2,1.7,87,390,13,1144
27.5,21.2,0.5,69,736,14,1235
27.8,22.0,0.9,71,733,15,1311
27.9,21.6,0.5,69,880,16,1317
27.4,22.5,2.3,75,616,17,1291
27.5,23.5,0.5,79,1237,18,306
24.3,23.4,0.5,95,958,19,481
24.2,22.0,0.8,88,1276,20,778
23.9,21.0,0.7,84,1552,21,1005
23.4,21.2,0.9,88,1153,22,1107
22.9,21.5,0.6,92,989,23,919
22.6,20.5,0.2,88,1259,0,865
22.7,20.4,0.5,87,1072,1,740
22.7,20.4,0.5,87,1187,2,586
22.7,20.2,0.7,86,1455,3,368
22.7,20.0,0.7,85,1547,4,211
22.6,20.1,0.5,86,1076,5,54
22.3,21.1,0.6,93,1262,6,60
22.1,20.1,0.5,89,1617,7,25
22.1,20.9,0.5,93,805,8,20
22.1,21.0,0.9,94,624,9,9
21.6,21.0,0.5,97,266,10,13
21.2,20.6,1.2,97,105,11,11
21.1,20.5,1.2,97,653,12,9
21.2,20.6,1.1,97,760,13,30
21.5,20.9,0.7,97,1522,14,14
21.8,21.2,0.7,97,324,15,51
22.2,21.6,1.1,97,1745,16,41
22.4,21.7,0.4,96,1661,17,25
22.2,21.5,1.2,96,673,18,17
21.9,21.2,1.2,96,509,19,18
21.9,21.3,1.1,97,534,20,16
21.8,21.2,0.6,97,692,21,17
21.7,21.1,0.7,97,540,22,16
21.5,20.9,1.5,97,523,23,15
21.4,20.8,0.6,97,680,0,26
21.3,20.7,1.0,97,1451,1,28
21.2,20.6,0.8,97,1018,2,17
21.1,20.4,2.4,96,866,3,23
20.8,20.3,1.0,97,2000,4,58
20.7,20.2,0.3,97,2000,5,28
20.7,20.2,0.3,97,1262,6,40
20.7,20.2,0.4,97,1801,7,126
20.8,20.1,0.4,96,1627,8,104
21.0,20.4,1.3,97,825,9,128
21.4,20.8,0.6,97,563,10,27
21.7,21.1,0.5,97,591,11,153
22.4,21.8,1.0,97,945,12,218
22.6,22.0,0.6,97,367,13,304
23.3,22.6,0.3,96,434,14,381
24.2,22.9,1.0,93,590,15,619
25.2,22.8,0.9,87,601,16,839
25.3,22.9,0.6,87,751,17,861
24.9,22.5,1.9,87,1742,18,832
24.1,22.8,2.1,93,1118,19,44
23.5,22.9,0.1,97,1814,20,61
23.4,23.0,0.4,98,1038,21,72
23.4,23.0,0.3,98,585,22,83
23.4,23.0,0.3,98,662,23,168
23.2,22.8,0.2,98,927,0,349
23.1,22.7,0.0,98,958,1,407
23.0,22.6,0.1,98,1026,2,354
22.8,22.4,0.0,98,1734,3,233
22.7,22.1,0.2,97,1808,4,149
22.6,22.0,0.0,97,1383,5,224
22.6,21.7,0.1,95,1937,6,600
23.5,21.0,0.2,86,1908,7,1308
24.3,21.2,0.5,83,1986,8,2135
25.7,21.1,0.8,76,1920,9,1156
27.6,21.8,1.6,71,1870,10,818
29.2,22.1,1.4,66,1953,11,906
30.1,22.5,1.2,64,2000,12,944
31.2,20.7,1.3,54,1961,13,994
31.0,21.1,1.5,56,2000,14,1001
32.0,21.5,1.2,54,1962,15,1069
31.3,20.2,1.2,52,2000,16,1325
32.4,20.6,2.2,50,2000,17,1783
32.2,22.5,1.8,57,1880,18,2965
30.4,22.2,0.9,62,2000,19,2598
28.8,23.2,0.9,72,2000,20,2398
27.8,22.2,0.6,72,2000,21,2264
26.9,22.7,0.6,78,1806,22,1948
26.4,22.2,0.3,78,2000,23,1365
25.9,21.9,0.3,79,2000,0,971
25.4,21.4,1.0,79,2000,1,796
25.1,21.8,0.2,82,2000,2,555
24.9,21.8,0.2,83,1857,3,372
24.7,21.4,0.3,82,2000,4,234
24.2,21.7,0.2,86,2000,5,316
24.0,21.1,0.1,84,1969,6,747
24.6,20.5,0.5,78,2000,7,1450
26.4,19.0,0.5,64,1909,8,2215
27.4,20.9,0.5,68,1941,9,1191
28.5,21.2,1.5,65,1519,10,831
30.0,21.3,2.3,60,1861,11,941
30.5,21.2,2.5,58,1741,12,1021
31.0,22.3,2.6,60,1657,13,1007
31.3,22.0,3.0,58,1479,14,1005
31.1,21.5,3.7,57,1912,15,1038
31.6,22.0,2.7,57,1882,16,1306
31.2,21.3,3.4,56,1943,17,1856
30.0,21.3,2.5,60,1933,18,3080
28.2,20.7,2.8,64,1978,19,2637
27.1,20.4,2.9,67,1949,20,2415
26.2,20.2,2.2,70,1908,21,2274
25.1,19.9,2.5,73,1808,22,2091
24.7,19.7,1.4,74,1596,23,1432
24.2,19.9,1.8,77,1365,0,1078
23.9,20.0,1.7,79,1121,1,846
23.6,19.9,1.5,80,879,2,568
23.5,20.0,0.9,81,878,3,376
23.5,19.8,0.4,80,924,4,267
23.5,19.8,0.3,80,838,5,326
23.5,19.8,0.3,80,768,6,438
23.5,21.7,0.5,90,445,7,828
23.6,22.3,0.9,93,308,8,1836
24.2,21.3,0.9,84,632,9,1112
25.6,20.8,1.1,75,1028,10,827
26.3,20.6,1.1,71,1340,11,890
27.0,20.5,1.1,68,1744,12,996
28.1,21.3,1.1,67,1772,13,929
28.3,21.5,3.0,67,1242,14,933
28.8,21.8,0.9,66,1806,15,1011
28.2,22.4,1.7,71,2000,16,1105
27.3,22.6,0.9,76,1971,17,1381
26.8,21.0,1.2,71,2000,18,2594
26.7,20.5,1.4,69,2000,19,2309
25.8,19.4,1.4,68,2000,20,2122
25.2,18.6,1.5,67,2000,21,2063
24.4,17.8,1.6,67,2000,22,1941
23.9,17.1,1.5,66,2000,23,1406
23.5,16.5,1.9,65,2000,0,1075
23.1,16.3,1.6,66,2000,1,839
22.8,15.8,1.8,65,2000,2,558
22.6,15.9,1.5,66,2000,3,403
22.6,15.9,0.9,66,2000,4,273
22.5,15.8,1.5,66,2000,5,311
22.4,15.4,1.6,65,2000,6,723
22.6,15.1,1.3,63,2000,7,1449
23.2,14.9,1.7,60,2000,8,2273
23.3,15.3,1.7,61,2000,9,1318
23.7,15.2,1.7,59,2000,10,998
23.9,15.3,2.1,59,2000,11,1024
25.7,16.5,1.9,57,2000,12,1216
26.2,15.8,2.1,53,2000,13,1210
27.0,16.2,2.1,52,2000,14,1209
26.9,15.9,2.0,51,2000,15,1346
26.6,16.5,2.3,54,2000,16,1635
26.6,15.9,2.2,52,2000,17,2282
25.9,15.2,2.1,52,2000,18,3196
25.0,14.4,2.2,52,2000,19,2557
23.8,14.2,2.3,55,2000,20,2223
23.1,13.2,2.1,54,2000,21,2183
22.5,12.7,2.1,54,2000,22,1917
22.0,12.5,1.7,55,2000,23,1458
21.5,12.3,1.8,56,2000,0,1191
21.1,12.2,2.0,57,2000,1,1079
20.7,12.1,1.5,58,2000,2,760
20.4,12.1,1.0,59,2000,3,545
20.0,12.7,1.8,63,2000,4,331
19.8,12.5,1.4,63,2000,5,273
19.5,11.7,1.5,61,2000,6,396
19.6,10.8,1.6,57,2000,7,567
21.2,10.9,1.6,52,1998,8,832
22.6,11.9,1.7,51,2000,9,1009
24.0,12.6,1.7,49,2000,10,1050
25.0,13.2,1.5,48,1986,11,1129
26.4,14.1,1.7,47,2000,12,1328
27.5,13.7,2.0,43,2000,13,1399
28.3,14.5,1.6,43,1941,14,1430
28.7,14.5,1.3,42,2000,15,1579
28.9,15.4,1.6,44,1998,16,1764
28.9,15.7,1.4,45,2000,17,2020
27.8,15.7,1.2,48,2000,18,2238
26.1,15.1,1.4,51,2000,19,2352
24.6,13.7,1.7,51,2000,20,2232
23.4,12.9,1.4,52,2000,21,2235
22.6,11.9,1.7,51,2000,22,1921
21.7,11.1,1.7,51,2000,23,1416
20.7,10.1,1.7,51,2000,0,1208
19.9,9.7,1.6,52,2000,1,946
19.3,9.7,1.4,54,2000,2,648
18.8,9.8,1.2,56,2000,3,460
18.4,9.7,1.1,57,2000,4,277
18.1,9.4,1.4,57,2000,5,253
17.8,9.4,1.1,58,2000,6,267
18.2,8.7,1.2,54,2000,7,410
19.1,9.2,1.7,53,1952,8,684
20.8,10.2,1.5,51,1973,9,787
22.5,10.9,1.6,48,1940,10,867
23.8,11.8,2.1,47,2000,11,1053
25.0,12.5,1.9,46,1943,12,1237
26.1,13.2,1.8,45,2000,13,1442
27.1,12.7,1.4,41,1941,14,1517
27.6,11.5,1.9,37,2000,15,1693
27.9,12.6,1.2,39,2000,16,2070
27.4,14.0,1.7,44,2000,17,2266
26.7,14.7,1.0,48,2000,18,2351
26.3,15.3,1.7,51,2000,19,2272
25.7,15.3,1.3,53,2000,20,2348
25.3,15.6,1.4,55,2000,21,2055
25.0,15.8,1.0,57,2000,22,1717
24.6,16.3,2.6,60,2000,23,1252
24.2,16.1,1.7,61,2000,0,900
23.7,16.4,0.8,64,2000,1,554
22.7,15.2,0.9,63,2000,2,387
21.9,14.5,1.3,63,2000,3,285
21.4,14.0,1.5,63,2000,4,206
21.1,14.0,1.5,64,2000,5,301
21.0,13.9,1.0,64,2000,6,486
20.9,14.3,1.4,66,2000,7,451
20.7,15.6,0.8,73,2000,8,670
21.1,15.8,1.0,72,1982,9,575
21.1,16.0,1.2,73,1957,10,217
20.6,17.4,1.0,82,2000,11,186
20.7,17.7,0.6,83,1244,12,71
20.3,18.0,1.0,87,771,13,99
20.2,18.3,1.0,89,1854,14,110
20.3,18.5,0.9,90,1356,15,59
20.2,18.6,1.2,91,1637,16,68
20.3,19.1,1.4,93,1684,17,104
20.3,19.1,1.3,93,1832,18,140
20.4,19.3,1.1,94,1769,19,68
20.3,19.4,0.8,95,1372,20,48
20.3,19.6,1.0,96,1007,21,95
20.4,19.7,1.1,96,1641,22,71
20.4,19.7,0.6,96,1137,23,40
20.4,19.9,0.3,97,183,0,29
20.4,19.9,0.3,97,193,1,39
20.5,20.1,0.5,98,596,2,84
20.6,20.2,0.8,98,1986,3,136
20.6,20.1,0.5,97,1989,4,133
20.6,20.1,0.6,97,2000,5,174
20.7,20.2,0.9,97,2000,6,534
21.1,20.2,0.4,95,2000,7,1209
21.7,19.8,0.5,89,2000,8,2017
22.3,19.8,1.0,86,2000,9,1061
22.6,19.9,0.9,85,1996,10,768
23.2,19.9,1.1,82,1991,11,909
24.1,20.4,0.8,80,2000,12,1035
25.2,20.8,1.2,77,1951,13,1074
25.5,21.1,0.8,77,1957,14,1142
25.7,21.3,0.5,77,1875,15,1169
26.3,21.2,0.7,74,1580,16,1462
26.5,21.9,1.0,76,1400,17,1603
26.2,22.8,0.4,82,1408,18,1665
25.7,22.5,1.1,83,1011,19,794
25.3,23.3,0.3,89,745,20,908
25.1,22.5,0.3,86,870,21,1352
25.0,22.4,0.5,86,796,22,971
24.9,22.5,0.5,87,658,23,373
24.6,23.9,0.7,96,308,0,240
24.6,23.9,0.5,96,443,1,240
24.5,23.8,0.5,96,476,2,236
24.5,23.9,0.8,97,263,3,157
24.5,23.9,1.0,97,317,4,71
24.5,23.9,0.5,97,229,5,76
24.5,23.9,0.1,97,290,6,187
24.6,24.0,0.3,97,180,7,303
25.1,24.5,0.8,97,490,8,827
25.6,24.9,0.6,96,450,9,634
26.3,24.7,0.6,91,749,10,581
27.2,23.8,0.9,82,1093,11,792
28.1,22.7,2.1,73,1326,12,964
28.7,22.4,2.6,69,1546,13,991
29.2,22.4,2.8,67,1725,14,1052
29.4,22.8,2.3,68,1525,15,1106
28.7,22.6,3.2,70,1586,16,1344
28.7,22.9,2.9,71,1666,17,1923
28.4,23.5,2.4,75,1564,18,2931
28.2,22.6,1.6,72,1745,19,2328
27.7,23.0,1.8,76,1727,20,2048
27.3,23.1,1.2,78,1606,21,1936
27.1,23.1,1.2,79,1578,22,1870
26.9,22.9,0.1,79,1541,23,1298
26.7,22.7,0.9,79,1590,0,938
26.6,22.8,0.0,80,1485,1,787
26.3,23.3,0.3,84,1361,2,517
26.2,23.0,0.3,83,1294,3,322
26.1,23.3,0.6,85,1081,4,159
25.9,24.3,0.4,91,872,5,231
25.6,24.3,1.1,93,852,6,593
25.9,23.5,1.7,87,834,7,1279
26.3,23.3,2.1,84,973,8,1811
26.5,23.1,2.7,82,815,9,982
26.7,24.5,1.6,88,802,10,746
27.4,23.2,2.3,78,1164,11,805
27.4,23.6,2.7,80,1083,12,991
27.7,23.0,2.6,76,1258,13,959
27.8,23.1,3.1,76,1517,14,976
28.0,23.3,2.3,76,1437,15,1163
28.1,23.0,2.8,74,1559,16,1296
27.9,23.0,2.5,75,1643,17,1915
27.5,23.0,2.1,77,1897,18,3016
27.4,23.2,1.1,78,1899,19,2313
26.9,23.1,1.5,80,1806,20,2214
26.3,22.7,0.8,81,1910,21,2115
25.9,22.7,0.6,83,1827,22,1945
25.5,22.5,0.8,84,1906,23,1355
25.1,22.7,0.4,87,1800,0,1006
24.8,22.8,0.9,89,1555,1,760
24.9,22.3,1.3,86,1469,2,600
24.9,22.3,2.0,86,1079,3,377
24.8,22.2,2.1,86,1103,4,241
24.8,21.9,1.4,84,1303,5,301
24.8,21.9,1.1,84,1426,6,665
25.0,21.9,1.0,83,1350,7,1321
25.5,21.7,1.8,80,1402,8,2114
26.6,21.3,2.2,73,1147,9,1240
27.4,21.4,2.4,70,1335,10,836
27.5,21.5,2.4,70,1719,11,887
28.3,21.8,1.9,68,1546,12,1013
28.9,22.3,2.8,68,1934,13,1046
29.5,21.4,2.7,62,1941,14,999
30.2,22.1,2.4,62,1806,15,1094
30.0,23.1,2.0,67,1698,16,1291
30.1,22.7,1.8,65,1923,17,1782
30.8,22.1,2.5,60,1793,18,2884
29.8,23.2,2.6,68,1749,19,2320
28.2,23.5,2.2,76,1888,20,2069
27.2,23.4,2.3,80,1870,21,1924
26.7,23.3,1.3,82,1725,22,1879
26.2,23.2,1.0,84,1646,23,1439
25.7,22.9,0.4,85,1519,0,1169
25.4,22.6,1.4,85,1663,1,1062
25.3,22.5,1.7,85,1594,2,783
25.2,22.0,1.1,83,1835,3,545
25.1,21.8,1.5,82,1336,4,307
24.8,22.2,1.6,86,1170,5,266
24.6,22.0,0.4,86,1119,6,356
24.9,21.4,0.3,81,1289,7,537
26.1,21.0,0.7,74,1254,8,787
27.0,21.0,1.1,70,1393,9,909
27.8,21.3,2.1,68,1490,10,910
29.0,21.7,2.0,65,1642,11,945
30.2,21.0,2.3,58,1359,12,1039
30.7,21.7,2.3,59,1534,13,1078
30.7,21.7,2.9,59,1612,14,1038
31.1,22.1,2.3,59,1929,15,1058
31.7,21.5,2.3,55,1895,16,1177
31.5,20.7,3.7,53,1974,17,1433
31.1,20.9,2.2,55,1897,18,1624
30.4,21.4,2.4,59,1972,19,1797
29.2,21.4,1.7,63,1988,20,2023
28.2,20.7,2.8,64,2000,21,2011
27.6,21.6,2.7,70,1994,22,1682
26.6,22.8,2.0,80,1527,23,1278
26.0,22.6,1.9,82,1674,0,1143
25.5,22.3,2.3,83,1576,1,868
25.1,22.3,1.1,85,1379,2,632
24.8,22.2,0.2,86,1354,3,443
24.6,22.0,0.1,86,1358,4,278
24.5,21.8,0.7,85,1345,5,223
24.8,21.7,0.2,83,1534,6,292
25.2,21.4,0.2,80,1551,7,402
26.2,21.4,0.9,75,1560,8,613
27.0,21.2,1.0,71,1518,9,715
28.5,21.5,1.7,66,1319,10,701
28.7,21.2,1.3,64,1332,11,712
30.1,20.9,1.6,58,1491,12,803
31.4,20.6,3.2,53,1695,13,810
32.4,20.6,2.0,50,1735,14,822
32.9,20.7,2.6,49,1631,15,946
32.8,21.6,3.0,52,1803,16,1125
32.7,21.5,3.0,52,1872,17,1247
32.2,22.0,2.4,55,1769,18,1466
31.2,23.0,2.1,62,1852,19,1847
29.2,23.6,2.1,72,1932,20,2058
28.1,23.0,3.1,74,1840,21,1924
27.5,23.0,0.9,77,1778,22,1607
27.0,22.8,1.6,78,1609,23,1113
26.5,22.9,0.9,81,1650,0,732
25.9,22.7,1.3,83,1520,1,498
25.4,22.4,0.6,84,1340,2,469
25.1,22.3,0.7,85,1507,3,276
24.6,21.7,0.7,84,1373,4,211
24.3,21.6,1.0,85,1496,5,324
24.0,21.3,0.9,85,1569,6,703
24.5,19.3,0.9,73,1901,7,1344
26.4,20.2,0.5,69,1559,8,1935
28.0,20.5,1.0,64,1682,9,1014
29.8,19.4,1.8,54,1737,10,678
31.5,20.1,2.1,51,1498,11,688
32.4,20.3,2.0,49,1844,12,719
33.0,21.5,2.5,51,1100,13,727
33.7,20.1,2.5,45,1843,14,691
33.4,19.4,3.1,44,1928,15,745
33.3,20.1,3.1,46,1914,16,818
33.0,19.8,3.1,46,1926,17,1425
32.3,19.5,3.0,47,1961,18,2636
31.2,20.1,2.4,52,1990,19,2368
29.3,20.1,2.4,58,2000,20,2362
28.0,20.5,1.5,64,2000,21,2241
27.2,21.0,1.7,69,2000,22,1934
26.6,21.7,1.5,75,1996,23,1285
26.4,21.8,1.2,76,2000,0,1003
25.8,21.6,0.4,78,2000,1,692
25.3,21.1,1.0,78,2000,2,497
24.8,21.1,1.0,80,1988,3,372
24.4,20.7,1.0,80,1112,4,222
24.1,20.6,0.9,81,1646,5,372
24.0,20.5,0.9,81,1271,6,713
24.4,19.6,1.0,75,841,7,1356
25.8,19.6,0.8,69,969,8,1955
27.5,19.0,2.2,60,1252,9,1031
29.2,19.2,1.6,55,1404,10,719
30.4,19.7,1.8,53,1359,11,797
30.8,21.2,2.3,57,940,12,803
31.1,20.3,3.2,53,1162,13,763
31.8,19.7,3.5,49,1429,14,786
31.9,20.4,3.3,51,1465,15,878
32.0,20.5,2.4,51,1402,16,1062
31.8,20.7,2.4,52,1438,17,1591
31.3,21.1,2.5,55,1550,18,2770
30.6,21.1,1.4,57,1529,19,2326
28.9,21.3,1.7,64,1567,20,2174
27.9,21.6,1.9,69,1194,21,2273
27.2,21.2,1.9,70,1110,22,1940
26.6,22.0,1.6,76,936,23,1340
26.2,22.2,0.7,79,850,0,1002
25.7,21.9,0.2,80,805,1,741
25.2,21.9,0.4,82,791,2,526
24.7,21.8,0.7,84,694,3,381
24.3,21.2,0.7,83,621,4,266
23.9,20.8,0.4,83,780,5,327
23.7,20.6,0.1,83,713,6,695
24.2,19.2,0.7,74,656,7,1308
25.8,20.1,0.4,71,760,8,1944
27.2,18.4,0.4,59,948,9,982
28.9,20.6,1.5,61,941,10,722
30.2,19.5,2.2,53,1143,11,701
31.2,19.8,2.0,51,1101,12,780
32.1,20.6,2.3,51,776,13,778
32.7,20.5,1.5,49,765,14,762
32.9,19.7,2.5,46,1248,15,776
33.1,18.4,2.9,42,1712,16,912
32.6,19.4,2.8,46,1560,17,1596
32.0,20.2,2.6,50,1374,18,2692
30.6,20.2,2.8,54,1531,19,2281
28.8,21.8,1.9,66,1209,20,2202
28.0,21.7,1.8,69,1140,21,2188
27.2,21.9,1.5,73,1005,22,1980
26.4,21.8,0.6,76,959,23,1354
25.9,21.3,1.3,76,984,0,1068
25.4,21.4,0.8,79,924,1,824
24.8,21.1,1.5,80,888,2,591
24.4,21.7,0.6,85,678,3,393
24.0,21.6,0.9,87,582,4,231
23.6,21.4,0.2,88,604,5,329
23.3,20.2,0.2,83,875,6,672
23.6,18.9,0.9,75,856,7,1315
25.5,18.4,0.9,65,833,8,1993
27.6,19.6,1.5,62,1043,9,985
29.4,19.7,2.2,56,1153,10,695
30.7,18.4,1.6,48,1705,11,687
31.7,17.2,2.6,42,1868,12,828
32.6,19.8,2.7,47,1641,13,798
33.1,20.2,2.5,47,1785,14,722
33.7,18.6,2.5,41,1924,15,827
33.7,19.3,2.7,43,1890,16,1017
34.0,20.0,2.3,44,1891,17,1536
33.0,21.5,2.4,51,1566,18,2640
31.6,22.3,2.3,58,1556,19,2245
29.8,21.7,2.9,62,1931,20,2114
28.8,22.5,2.4,69,1619,21,2122
28.0,23.3,1.5,76,1542,22,1870
27.2,23.0,1.9,78,1601,23,1318
26.7,22.9,1.4,80,1465,0,1041
26.1,22.5,1.6,81,1409,1,773
25.7,22.7,0.1,84,1293,2,557
25.4,22.4,0.9,84,1174,3,428
25.1,22.0,0.0,83,1253,4,267
24.9,21.8,0.3,83,1207,5,327
24.6,21.3,0.2,82,1157,6,672
25.2,20.4,0.6,75,1056,7,1251
26.6,20.6,1.3,70,1062,8,1896
28.4,21.1,1.2,65,806,9,1029
29.8,20.9,1.2,59,973,10,641
31.6,21.1,1.3,54,990,11,791
32.6,21.1,2.1,51,800,12,822
32.4,21.8,2.4,54,708,13,805
33.4,22.1,2.7,52,685,14,741
34.1,20.4,2.4,45,1110,15,794
34.3,20.6,2.3,45,1466,16,928
34.3,20.2,2.1,44,1704,17,1468
33.9,19.1,2.0,42,1969,18,2419
32.9,19.0,2.0,44,1985,19,2084
30.9,19.5,2.2,51,2000,20,1888
29.8,20.9,1.4,59,2000,21,1869
28.8,21.5,1.3,65,1988,22,1782
28.2,22.2,1.3,70,1811,23,1426
27.5,22.2,1.1,73,1834,0,1132
27.0,21.9,1.1,74,1833,1,945
26.4,20.9,0.2,72,1766,2,684
26.1,21.0,0.1,74,1683,3,477
25.6,21.2,1.2,77,1203,4,347
25.0,20.8,0.3,78,1474,5,292
24.9,20.3,0.0,76,1473,6,381
25.3,19.6,0.4,71,1226,7,491
27.4,19.7,0.9,63,1043,8,720
29.6,20.1,0.9,57,977,9,729
31.4,20.0,1.1,51,847,10,699
32.9,19.3,2.1,45,1020,11,676
34.2,16.5,1.8,35,1528,12,735
35.2,16.9,1.8,34,1636,13,727
36.3,17.9,1.3,34,1493,14,682
36.5,18.5,3.0,35,1355,15,785
36.8,16.3,2.8,30,1756,16,883
36.3,18.8,3.1,36,1972,17,1011
35.0,20.1,2.9,42,1953,18,1202
33.4,21.8,2.6,51,2000,19,1423
31.5,20.7,1.8,53,2000,20,1655
30.2,19.8,1.8,54,2000,21,1731
29.4,19.4,1.4,55,2000,22,1588
28.8,19.1,1.6,56,2000,23,1288
28.1,18.4,0.2,56,2000,0,1088
27.3,18.8,0.8,60,2000,1,772
26.8,19.1,0.6,63,2000,2,587
26.3,18.6,0.2,63,2000,3,438
25.9,20.2,0.3,71,2000,4,270
25.5,20.0,0.4,72,2000,5,256
25.3,20.1,0.6,73,1979,6,286
25.8,19.1,0.9,67,1773,7,360
27.9,19.4,0.6,60,1835,8,477
30.5,20.1,0.9,54,1907,9,526
32.2,20.4,0.8,50,1881,10,522
33.8,20.2,1.9,45,1928,11,499
35.5,19.4,1.9,39,1803,12,560
36.7,17.7,1.8,33,1911,13,569
37.4,18.8,2.3,34,1860,14,565
37.5,18.4,2.0,33,1816,15,632
37.8,17.7,2.5,31,1929,16,771
37.6,18.5,2.1,33,1837,17,965
36.3,18.3,3.0,35,1860,18,1212
34.5,21.5,2.8,47,1762,19,1478
33.3,21.4,2.3,50,1706,20,1688
32.3,20.5,1.7,50,1784,21,1666
31.7,20.3,1.4,51,1742,22,1346
31.2,20.1,1.5,52,1670,23,1030
30.6,18.9,2.3,50,1631,0,792
30.0,19.0,1.5,52,1774,1,542
29.7,19.0,1.4,53,1682,2,382
29.6,18.0,2.1,50,1970,3,238
29.3,18.1,0.9,51,1498,4,174
29.3,19.3,1.6,55,2000,5,310
29.2,20.0,1.7,58,2000,6,652
29.3,20.1,0.8,58,2000,7,1241
30.0,20.2,0.9,56,2000,8,1889
31.0,20.8,1.5,55,1945,9,985
31.8,20.4,1.5,51,1900,10,636
32.7,20.2,2.2,48,1908,11,611
34.1,21.1,2.3,47,1862,12,655
33.8,20.9,1.7,47,1887,13,688
34.3,20.6,2.2,45,1967,14,670
35.4,22.0,2.2,46,1861,15,739
34.8,21.8,2.2,47,1839,16,960
34.8,22.5,3.0,49,1866,17,1310
33.9,22.9,3.2,53,1886,18,2405
32.6,23.2,3.2,58,1962,19,2112
31.5,23.0,1.8,61,2000,20,2051
30.8,22.1,1.8,60,2000,21,1994
30.3,21.6,1.8,60,2000,22,1697
30.0,20.8,1.6,58,2000,23,1157
29.6,21.2,1.0,61,2000,0,874
29.1,21.5,1.2,64,2000,1,715
28.6,21.6,0.9,66,2000,2,487
28.2,20.9,0.3,65,1999,3,332
27.8,21.1,0.2,67,1982,4,218
27.5,21.5,0.1,70,1976,5,306
27.2,21.4,0.8,71,1920,6,673
27.8,20.1,1.2,63,1781,7,1213
29.9,21.0,0.8,59,1727,8,1820
31.7,22.6,1.0,59,1706,9,926
32.4,21.8,0.9,54,1631,10,610
33.9,20.6,1.6,46,1387,11,620
34.5,22.5,1.4,50,1901,12,671
36.4,21.0,1.3,41,1655,13,688
35.8,23.4,2.8,49,1264,14,649
35.8,22.7,2.2,47,1029,15,735
34.9,23.2,2.0,51,1221,16,834
34.9,23.2,2.2,51,1235,17,1297
34.9,23.8,2.2,53,1296,18,2300
33.1,23.4,2.2,57,1670,19,1968
31.1,23.2,2.0,63,1542,20,1834
30.2,22.8,2.3,65,1642,21,1899
29.8,22.7,3.2,66,1511,22,1773
29.3,22.2,2.8,66,1854,23,1193
28.9,21.9,2.2,66,2000,0,939
28.7,21.9,2.6,67,2000,1,726
28.8,22.2,1.8,68,2000,2,499
28.9,22.6,2.8,69,1871,3,327
28.5,23.4,2.6,74,1549,4,212
28.3,23.2,2.4,74,1378,5,299
28.1,23.2,1.8,75,1092,6,657
28.3,22.7,2.0,72,1200,7,1171
28.7,22.6,3.5,70,1470,8,1893
29.4,22.3,2.5,66,1308,9,995
30.7,22.3,2.8,61,1521,10,696
30.7,22.8,3.4,63,1323,11,749
31.1,22.4,2.7,60,1331,12,791
32.3,22.3,3.0,56,1504,13,783
33.0,22.1,1.7,53,1357,14,754
34.0,22.1,3.0,50,1705,15,781
34.1,22.8,2.5,52,1304,16,977
33.2,23.2,2.2,56,1428,17,1412
32.2,22.8,2.5,58,1553,18,2416
31.7,22.9,2.3,60,1492,19,2039
30.9,24.0,1.7,67,1470,20,1935
29.7,24.5,2.2,74,1342,21,1811
